36676725	First Case Report of Developmental Bilateral Cataract with a Novel Mutation in the <i>ZEB2</i> Gene Observed in Mowat-Wilson Syndrome.	<i>Background</i>: Mowat-Wilson syndrome (MWS) is extremely rare multisystemic autosomal dominant disorder caused by mutations in the Zinc Finger E-Box Binding Homeobox 2 (<i>ZEB2</i>) gene. Ocular pathologies are one of the symptoms that appear in the clinical picture of MWS individuals, but not many have been described so far. Pathologies such as optic nerve or retinal epithelium atrophy, iris or optic disc coloboma as well as congenital cataracts have been most frequently described until now. Therefore, we would like to report the first case of bilateral developmental cataract in a 9-year-old girl with MWS who underwent successful cataract surgery with intraocular lens implantation. <i>Case Presentation</i>: A 9-year-old girl, diagnosed with p.Gln694Ter mutation in <i>ZEB2</i> gene and suspicion of MWS was referred to the Children's Outpatient Ophthalmology Clinic for ophthalmological evaluation. Her previous assessments revealed abnormalities of the optic nerve discs. The patient was diagnosed with atrophy of the optic nerves, convergent strabismus, and with-the-rule astigmatism. One year later, during the follow-up visit, the patient was presented with decreased visual acuity (VA), developmental total cataract in the right eye and a developmental partial cataract in the left eye. This resulted in decreased VA confirmed by deteriorated responses in visual evoked potential (VEP) test. The girl underwent a two-stage procedure of cataract removal, first of one eye and then of the other eye with artificial lens implants. In the 2 years following the operation, no complications were observed and, most remarkably, VA improved significantly. <i>Conclusions</i>: The <i>ZEB2</i> gene is primarily responsible for encoding the Smad interaction protein 1 (SIP1), which is involved in the proper development of various eye components. When mutated, it results in multilevel abnormalities, also in the proper lens formation, that prevent the child from normal vision development. This typically results in the formation of congenital cataracts in children with MWS syndrome, however, our case shows that it also leads to the formation of developmental cataracts. This is presumably due to the effect of the lack of SIP1 on other genes, altering their downstream expression and is a novel insight into the importance of the SIP1 in the occurrence of ocular pathologies. To the best of our knowledge, this is the first case of bilateral developmental cataract in the context of MWS. Moreover, a novel mutation (p.Gln694Ter) in the <i>ZEB2</i> gene was found corresponding to this syndrome entity. This report allows us to gain a more comprehensive insight into the genetic spectrum and the corresponding phenotypic features in MWS syndrome patients.
36514115	Prospective cholestanol screening of cerebrotendinous xanthomatosis among patients with juvenile-onset unexplained bilateral cataracts.	BACKGROUND: Cerebrotendinous xanthomatosis (CTX) is a rare genetic disorder related to CYP27A1 biallelic mutations, leading to decreased synthesis of bile acids and increased cholestanol. Juvenile bilateral cataracts are one of the most common findings in the disease, frequently occurring before the onset of neurological manifestations. While early treatment with chenodeoxycholic acid can prevent the onset of neurological impairment, poor awareness of CTX accounts for a markedly delayed diagnosis. The objective of this study was to evaluate the utility of plasma cholestanol analysis at the moment of cataract diagnosis and before the onset of neurological impairment in CTX. METHODS: Multicenter prospective cohort study of patients with juvenile-onset unexplained bilateral cataracts recruited from seven French ophthalmology departments. Plasma cholestanol analysis was performed at diagnosis from January 2018 to January 2020. CYP27A1 genetic testing was performed at the ophthalmologist's discretion. Cholestanol levels were compared with those of a similar population of patients without cataracts (control cohort). RESULTS: 30 patients were finally recruited, with a mean age at cataract diagnosis of 7.1 years (± 4.8 SD, range 1-19 years). One patient had a very high cholestanol level (68 μmol/L, reference < 10) and carried two pathogenic heterozygous mutations in CYP27A1 confirming CTX. This patient was a 19-year-old female, reporting chronic diarrhea only in childhood, and diagnosed with bilateral posterior cataracts with cortical fleck-like opacities. Therefore, the incidence of CTX in our cohort of patients was 3.3%. Five further patients (5/29; 17.2%) had moderate elevations of cholestanol level (between 10.3 and 16.5 μmol/L), compared to 12/286 (4.2%) in the control cohort (p = 0.014) after adjustment for age. CONCLUSION: Our study argue for the relevance of plasma cholestanol CTX screening in all patients with juvenile-onset unexplained cataracts, even without other CTX identified manifestations. Whether moderate elevations of plasma cholestanol unrelated to CTX may be a risk factor for bilateral cataracts occurrence needs further examination.
36368969	Life-threatening hypotension in the immediate postoperative period of cataract surgery under topical anesthesia: a report of two cases.	BACKGROUND: Cataract surgery is one of the most frequent surgeries in the world. It is a very safe procedure mostly performed under topical anesthesia in outpatients centers. Due to the growing lack of anesthesiologists, cataract surgeries are more frequently performed without an anesthesiologist present in the operating room. Although extremely rare, life-threatening complications may occur. CASES PRESENTATION: We report two cases of cataract surgery complicated by severe hypotension that required emergency resuscitation in the immediate postoperative period and hospitalization in intensive care unit. Anaphylactic shock was confirmed in the first case and suspected in the second. CONCLUSIONS AND IMPORTANCE: Even though cataract surgery is a very safe procedure, it is essential to ensure the presence of an anesthesiologist to manage potential, though extremely rare, life-threatening complications such as anaphylactic reactions.
36308170	Immediately sequential bilateral cataract surgery in Down syndrome.	The exponential increase in world population and average human lifespan is expected to result in geriatric population globally. The problem of preventable blindness due to cataract will increase manifold. Simultaneous Bilateral cataract surgery (SBCS) is a viable option in such subset of patients. Despite faster visual recovery, economic benefits to patients and health care providers, decreased risk of complications associated with General anaesthesia, there is significant resistance in accepting SBCS as a routine procedure. Bilateral endophthalmitis is the main deterrent in performing ISBCS. This case highlights successful ISBCS in 36 years old female patient with Down's syndrome.
36308165	"Show me the way" - Endoilluminator-assisted manual small-incision cataract surgery in a case of corneal scar with a small pupil.	Cataracts with coexisting corneal opacities due to various causes present a daunting challenge to surgeons. Adding to the plight could be factors like shallow anterior chamber, small pupil and mono-ocular patient. A manual small-incision cataract surgery (MSICS) could be a saviour in such situations. We demonstrate a case of post perforation corneal scar secondary to Hansen's disease with complicated cataract with non-dilating pupil in a bilaterally blind patient. Due to poor visualisation, there could have been difficulties in capsulorrhexsis, cortex aspiration &amp; many other intraoperative manoeuvres, but use of an endo illuminator providing oblique illumination was very useful, resulting in uneventful surgery with good visual outcome. MSCICS, a surgery with minimal instrumentation, short learning curve and comparable results to phacoemulsification is perhaps the preferred procedure, in India, for complicated cataracts with multiple pre-existing pathologies.
36107580	Lens nucleus dislocation in hypermature cataract: Case report and literature review.	INTRODUCTION: Hypermature cataract is a form of late-stage cataract progression that can lead to a variety of complications. Spontaneous capsular rupture with lens nucleus displacement in hypermature cataracts has rarely been reported. We describe 2 cases of spontaneous dislocation of the lens nucleus in a hypermature cataract and perform a review of the literature on this complication. PATIENT CONCERNS: We report 2 rural men aged 50 and 76 years with deteriorating vision. DIAGNOSIS: The final diagnosis was senile hypermature cataract with dislocation of the lens nucleus in both patients and secondary glaucoma for the second patient. INTERVENTIONS AND OUTCOMES: During admission, both patients complained of deteriorating vision. Slit-lamp examination showed lens nucleus dislocation into the anterior chamber. The 50-year-old patient exhibited a residual lens capsule and a turbid cortex, with a normal anterior chamber and intraocular pressure. The 76-year-old patient presented a shrunken and ruptured capsule and no cortex in the pupillary area, mild inflammation in the anterior chamber, and high intraocular pressure. Both patients underwent intracapsular cataract extraction combined with anterior vitrectomy and achieved good postoperative recovery. CONCLUSION: Lens nucleus dislocation in hypermature cataracts can be seen in clinical practice, particularly in underdeveloped areas. Early recognition and surgery can improve vision.
35941541	Massive intraocular hemorrhage, presumably from the central retinal artery after cataract surgery, and difficult hemostasis during vitrectomy: a case report.	BACKGROUND: Severe intraocular hemorrhage is a rare complication of cataract surgery due to the recent generalization of minimal-incision cataract surgery. We report a case of a massive intraocular hemorrhage that probably originated from the central retinal artery after cataract surgery, in which hemostasis was difficult to achieve during vitrectomy. CASE PRESENTATION: An 86-year-old woman was referred to our department for intraocular lens (IOL) dislocation after undergoing cataract surgery. Massive intraocular hemorrhage was observed during the initial visit to our department. She underwent pars plana vitrectomy (PPV) and IOL repositioning under local anesthesia. However, the hemorrhage could not be removed completely because of continued massive intraoperative bleeding from the posterior fundus, and it was extremely difficult to achieve hemostasis during the initial surgery. At 7 days after the initial surgery, PPVs were performed under general anesthesia. Bleeding significantly decreased in the second surgery compared to the first. The bleeding probably originated from the central retinal artery on the optic disc; hemostasis was obtained by coagulation of the bleeding site with intraocular diathermy. After the second surgery, there was no exacerbation of bleeding and the patient's condition was stable. However, the patient's visual acuity showed no light perception after the second surgery. CONCLUSIONS: Massive intraocular hemorrhage may occur from the central retinal artery after undergoing cataract surgery. In such cases, surgery with general anesthesia with a lower maintained blood pressure (instead of surgery under local anesthesia) should be recommended, considering the possibility of difficult hemostasis in the event of bleeding from the retinal artery.
35883109	Bilateral posterior scleritis after sequential bilateral cataract surgery: a case report.	BACKGROUND: Posterior scleritis is a rare, inflammatory ophthalmic disease, leading to severe visual impairment if untreated. Posterior scleritis occurring after surgery, unrelated to systemic inflammatory diseases, is even rarer. This report discusses a case of bilateral posterior scleritis, after cataract surgery in both the eyes, treated with high-dose steroids. CASE PRESENTATION: A 55-year-old man, who had undergone bilateral sequential cataract surgery one week before, presented with sudden loss of vision and ocular pain in both eyes. The patient had no systemic diseases or neurological symptoms. Serous retinal detachment of the macula with optic disc swelling was observed on fundus examination in both the eyes, and bilateral thickening of choroid and sclera was seen in ultrasonography. Under diagnosis of bilateral posterior scleritis due to the increased signal of sclera in both the eyes on magnetic resonance imaging, high-dose steroid therapy was performed. After treatment, improvement in visual acuity and retinal detachment were observed, and thereafter, it has been maintained without relapse. CONCLUSIONS: With high-dose steroid therapy, we successfully treated a rare case of bilateral posterior scleritis following cataract surgery in both eyes. To our knowledge, this is the first report on posterior scleritis occurring after surgery, unrelated to systemic inflammatory diseases.
35801772	Hyperacute iris neovascularization following cataract surgery.	RATIONALE: We describe a case of acute neovascularization of the iris after uneventful cataract surgery. PATIENT CONCERNS: A 78-year-old man visited our clinic for cataract surgery and glaucoma management. DIAGNOSES: The patient underwent bilateral laser iridotomy 4 years ago. On ocular examination, the best-corrected visual acuity was no light perception in the right eye and 20/100 in the left eye. We observed pseudophakic bullous keratopathy in the right eye and cataracts and hemicentral retinal vein occlusion (CRVO) in the left eye. INTERVENTIONS: The patient underwent cataract surgery in the left eye without complications. OUTCOMES: The day after surgery we observed 360° of neovascularization in the iris and aggravated hemi-CRVO with macular edema. Therefore, we administered intravitreal bevacizumab in the left eye, after which the iris neovascularization and macular edema improved. LESSONS: Cataract surgery can rapidly aggravate hemi-CRVO and cause iris neovascularization, which is responsive to bevacizumab.
35758381	Spontaneous resolution of a unilateral cataract in an adult: A case report.	RATIONALE: Cataracts are a disease that is usually caused by aging and involve the irreversible degeneration of the lens material. On the other hand, transient cataracts have also been reported, mainly due to systemic hyperglycemia, which often occurs bilaterally. However, reports of the spontaneous regression of unilaterally occurring cataracts in patients with normal blood glucose levels are rare. Here, we report a rare case of spontaneous regression of unilateral posterior subcapsular cataracts in an adult with normal blood glucose levels. PATIENT CONCERNS: A 42-year-old woman presented with distorted vision in her right eye. The patient was taking medication for diabetes, and her blood sugar level was well-controlled. DIAGNOSIS: Upon examination, her uncorrected visual acuity and best-corrected visual acuity were 20/70 in her right eye. Slit lamp microscopy revealed fine, feathery, and streak-like posterior subcapsular opacities. Color fundus photography revealed a star-shaped shadow due to the cataract, and no diabetic retinopathy was observed. Her two hour postprandial glucose level was 115 mg/dL. The patient was diagnosed with posterior subcapsular cataracts, and cataract surgery was planned. The patient was scheduled to visit the clinic again after seven days. INTERVENTIONS: Close observation for one week without any intervention. OUTCOMES: After one week, most of the posterior subcapsular opacities disappeared, and the uncorrected visual acuity and best-corrected visual acuity in the right eye improved to 20/40 and 20/30, respectively. LESSONS: This case report demonstrates that unilateral posterior subcapsular cataracts may spontaneously regress in patients with normal blood glucose levels. Therefore, it is important to check whether cataracts improve spontaneously through short-term close follow-up before planning cataract surgery to avoid unnecessary surgery.
35758354	Intraoperative malignant glaucoma during femtosecond laser-assisted cataract surgery: A case report.	RATIONALE: Femtosecond laser-assisted cataract surgery (FLACS) has grown in popularity among ophthalmologists as a novel surgical technique. However, malignant glaucoma (MG) is a complication of FLACS. Herein, we report a case of MG following FLACS. PATIENT CONCERNS: A 66-year-old woman presented with complaints of blurred vision in the right eye and a foreign body sensation in both eyes. Ophthalmological examinations showed that the corrected distance visual acuity was 20/50 and 20/25 in the right and left eyes, respectively. Without any topical anti-glaucoma medication, the intraocular pressure (IOP) was 20 mmHg in the right eye and 17 mmHg in the left eye. Slit-lamp examination of the right eye revealed a transparent cornea with a defect in the punctate overlying epithelium; the central anterior chamber depth was shallow the peripheral iris laser shot was visible, the pupil was normal, and the lens was mainly cortical opacified. DIAGNOSES: Based on the patient's symptoms, examination results, and preliminary diagnoses, age-related cataract in the right eye, binocular post-antiglaucoma surgery, pseudophakicin in the left eye, and Sjogren syndrome were included. INTERVENTIONS: FLACS was performed to facilitate anterior capsulotomy and segmentation of the nucleus in the right eye. MG occurred after the femtosecond procedure, and with the treatment of medicines combined with phacoemulsification, IOP was eventually normal without further antiglaucoma therapy. OUTCOMES: IOP was 16 mmHg on postoperative day 1. Ocular ultrasonography revealed no choroid detachment or hemorrhage in the right eye. Two weeks postoperatively, uncorrected visual acuity was 20/25, and IOP remained normal with no further antiglaucoma treatment on 1 month postoperatively. CONCLUSIONS: We describe the occurrence of MG after FLACS and illustrate that miosis and bubble formation after FLACS may be risk factors for MG during FLACS.
35630106	Cataract Surgery after Radial Keratotomy with Non-Diffractive Extended Depth of Focus Lens Implantation.	Radial keratotomy was a popular surgical procedure used to treat myopia. Patients who underwent radial keratotomy several years ago, are currently reporting to the ophthalmologist due to worsening of vision associated with age-related cataracts. In this case report we present a case of a 60-year-old woman who underwent radial keratotomy with 16 incisions in the right eye and 12 incisions in the left eye. The patient reported to an ophthalmologist due to a deterioration of vision caused by a cataract. We described, in detail, the difficulties encountered during the diagnostic procedures, differences in the calculation of intraocular lens, and intraoperative difficulties as compared to patients who had not undergone radial keratotomy. We also present the obtained postoperative results.
35397531	Acute cataract by a high-intensity focused ultrasound procedure: a case report.	BACKGROUND: We report a case of acute onset of cataract after eyelid rejuvenation tightening with intense focused ultrasound (IFUS) treatment without using a protection device. CASE PRESENTATION: A 47-year-old female patient presented at the outpatient clinic with blurred vision in her left eye immediately after undergoing an eyelid tightening procedure, using IFUS, seven days prior. The patient had decreased vision in her left eye, caused by an acute cataract with several drop-like opacities and a rosette-like posterior subcapsular cataract. One month after her first visit, the patient's visual acuity in her left eye decreased to 20/630. A Swept-Source Anterior Segment optical coherence tomography confirmed that the posterior capsule was not ruptured. The patient underwent uneventful phacoemulsification cataract surgery with intraocular lens implantation, which resulted in full visual recovery. CONCLUSIONS: This case emphasized the need to evaluate possible ocular side effects, resulting from periocular IFUS without a protection device, including severe cataract requiring surgery.
35362222	S1P defects cause a new entity of cataract, alopecia, oral mucosal disorder, and psoriasis-like syndrome.	In this report, we discovered a new entity named cataract, alopecia, oral mucosal disorder, and psoriasis-like (CAOP) syndrome in two unrelated and ethnically diverse patients. Furthermore, patient 1 failed to respond to regular treatment. We found that CAOP syndrome was caused by an autosomal recessive defect in the mitochondrial membrane-bound transcription factor peptidase/site-1 protease (MBTPS1, S1P). Mitochondrial abnormalities were observed in patient 1 with CAOP syndrome. Furthermore, we found that S1P is a novel mitochondrial protein that forms a trimeric complex with ETFA/ETFB. S1P enhances ETFA/ETFB flavination and maintains its stability. Patient S1P variants destabilize ETFA/ETFB, impair mitochondrial respiration, decrease fatty acid β-oxidation activity, and shift mitochondrial oxidative phosphorylation (OXPHOS) to glycolysis. Mitochondrial dysfunction and inflammatory lesions in patient 1 were significantly ameliorated by riboflavin supplementation, which restored the stability of ETFA/ETFB. Our study discovered that mutations in MBTPS1 resulted in a new entity of CAOP syndrome and elucidated the mechanism of the mutations in the new disease.
35248002	Herpetic uveitis caused by herpes simplex virus after cataract surgery in a patient without prior viral keratitis or uveitis: a case report.	BACKGROUND: To report a case of herpetic uveitis caused by herpes simplex virus after cataract surgery in a patient without prior viral keratitis or uveitis. CASE PRESENTATION: A 70-year-old female was referred to our clinic with a 16-day history of acute blurry vision with painful redness in the right eye. She accepted cataract surgery for the right eye ten days before initial of ocular symptoms. There was significant inflammation in anterior chamber of the right eye. Retina exam showed moderate dense vitreous opacity but not necrotic or focal retinal lesion in the right eye. The aqueous humor collected from the right eye was positive for herpes simplex virus (HSV) DNA by PCR. The diagnosis of herpetic uveitis in the right eye was made due to clinical presentations and aqueous humor examination. CONCLUSION: Herpetic virus reactivation might occasionally occur after intraocular surgery in patients without prior ocular viral diseases, inducing atypical postoperative intraocular inflammation.
